Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
lenovo,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),65990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
acer,Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),75499,intel,core i7,10,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Chromebook x360 14a-ca0505TU Laptop (Intel Celeron N4120/ 4GB/ 64GB eMMC/ Chrome OS),25990,intel,celeron,4,4,4,HDD,64,intel,integrated,14,chrome
asus,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),76600,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),126800,intel,core i5,10,12,16,SSD,1024,nvidia,dedicated,16,windows
fujitsu,Fujitsu UH-X 4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99990,intel,core i7,12,16,16,SSD,512,intel,integrated,14,windows
hp,HP 2023 ZBook Firefly 16 G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),133269,intel,core i7,10,12,16,SSD,512,nvidia,dedicated,16,windows
acer,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),41990,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),32990,intel,pentium,4,4,8,SSD,512,intel,integrated,15.6,windows
hp,HP ZBook Firefly 16 G9 2023 Workstation Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),120449,intel,core i5,10,12,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),129990,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,14,windows
lg,LG UltraPC 16 16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),78299,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,16,windows
hp,HP ZBook Studio G9 16 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),230060,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),24190,intel,celeron,2,2,4,SSD,256,intel,integrated,11.6,windows
lg,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),152499,intel,core i7,12,16,16,SSD,1024,intel,integrated,16,windows
hp,HP Chromebook 15a-nb0002TU Laptop ( Intel Core i3-N305/ 8GB/ 256GB SSD/ Chrome OS),50990,intel,core i3,8,8,8,SSD,256,intel,integrated,15.6,chrome
lg,LG Gram 14 2023 14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),117899,intel,core i7,12,16,16,SSD,512,intel,integrated,14,windows
acer,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),63990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
walker,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),15990,intel,celeron,2,2,4,SSD,128,intel,integrated,14.1,windows
hp,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),23999,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,15.6,dos
dell,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),65500,intel,core i5,10,12,8,SSD,1024,intel,integrated,14,windows
dell,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),73990,intel,core i5,10,12,16,SSD,1024,intel,integrated,14,windows
hp,HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),97999,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16.1,windows
lenovo,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),52990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),73990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),32899,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,dos
lenovo,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),24990,intel,celeron,2,2,8,SSD,256,intel,integrated,14,windows
msi,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),73990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990,intel,core i5,4,8,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),61990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),69345,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
lenovo,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44990,intel,core i3,5,6,8,SSD,512,intel,integrated,15.6,windows
hp,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),96590,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
hp,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),87990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
hp,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),86690,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
hp,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),87690,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
hp,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),78890,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
hp,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),83990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
hp,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),38990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,14,windows
hp,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),50990,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),55990,intel,core i5,12,16,8,SSD,512,intel,integrated,15.6,windows
dell,Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),39290,intel,core i3,2,4,8,HDD,1024,intel,integrated,15.6,windows
hp,HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),107763,intel,core i7,14,20,16,SSD,512,intel,integrated,14,windows
dell,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),59990,intel,core i3,6,8,8,SSD,1024,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),56700,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
lenovo,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),78019,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30790,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57390,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),115706,amd,ryzen 5,6,12,16,HDD,1024,nvidia,dedicated,15.6,windows
dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),41808,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990,intel,core i7,10,12,16,SSD,512,intel,integrated,15.6,windows
hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,14,windows
hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47990,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
hp,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),52990,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,14,windows
hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),115990,intel,core i7,10,12,16,SSD,1024,intel,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),83599,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),139990,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,14,windows
dell,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),87990,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
asus,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),58990,intel,core i5,6,12,8,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),49990,amd,ryzen 7,8,16,8,SSD,512,amd,integrated,15.6,dos
lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60490,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35490,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),71990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),90490,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,14,windows
msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),111990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),45500,intel,core i3,6,8,8,SSD,512,intel,integrated,14,dos
dell,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40990,intel,core i3,6,8,8,SSD,512,intel,integrated,16,windows
dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),43690,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),49999,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),66199,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
acer,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),29980,intel,core i3,8,8,8,SSD,256,intel,integrated,15.6,windows
dell,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),55990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,16,windows
acer,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29490,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),33490,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53699,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
msi,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),57990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),54990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),47990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,ubuntu
msi,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),104990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
msi,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),74990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
acer,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),40990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47980,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
msi,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,17.3,windows
msi,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),84990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),38990,intel,core i3,6,8,8,SSD,512,amd,integrated,15.6,windows
dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),79690,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,16,windows
msi,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,60990,intel,core i7,10,12,8,SSD,512,intel,integrated,14,windows
msi,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),279490,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,15.6,windows
dell,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),201990,intel,core i7,12,16,32,SSD,1024,intel,integrated,13.4,windows
lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),67000,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),125000,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
lg,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),89799,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,16,windows
lg,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),150999,intel,core i7,12,16,16,SSD,512,intel,integrated,14,windows
hp,HP Zbook Power G4-A Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),131316,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo Thinkbook 14 Gen 4 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro),75499,intel,core i5,10,12,16,SSD,1024,intel,integrated,14,windows
axl,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),17990,intel,celeron,2,2,4,SSD,256,intel,integrated,15.6,windows
msi,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),52990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,14,windows
axl,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),14990,intel,celeron,2,2,4,SSD,128,intel,integrated,14.1,windows
dell,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),40890,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08UIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ DOS),40990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,dos
asus,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),69990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,14,windows
lenovo,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
hp,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),65100,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),38171,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),205490,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,14,windows
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),95300,intel,core i5,12,16,16,SSD,1024,intel,integrated,15.6,windows
asus,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35083,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,dos
lenovo,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),73900,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),34990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),46900,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),94900,intel,core i7,12,16,16,SSD,512,intel,integrated,16,windows
lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),52101,intel,core i7,4,8,16,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58499,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,16.1,windows
lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),74889,intel,core i7,4,8,16,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),61990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),28750,amd,other,2,2,8,SSD,512,amd,integrated,15.6,windows
dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),157990,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,16,windows
dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,16,windows
